,tweet,class,predLabel
1308,Cops made a big deal about us parking say Wendy's but because we saw iron man he let us go #wait #what,1,2
1309,Finallyyy watching The Great Gatsby \ud83c\udfa5\ud83d\udcfa\ud83d\udc95,1,2
1310,"Just because one man's straw could not puncture the juice box, does that mean the juice is no longer drinkable?",1,2
1311,Can't wait for my dad to get here tomorrow #yummydinner then my mommy gets here Friday #yayayay,1,2
1312,I think the students have finally broken the wall I put up to not get sick. My immune system is losing hard core.,1,2
1313,Lauren better text me back within the next five minutes... #tryingtoskip,1,2
1314,@MountRuesmore when will it be time to let the truck go?...,1,2
1315,"@FEBCrew_Marco lol my team was the best team there last time and we only had 1 sub. This time we got 3 subs, and all of us are nasty",1,2
1316,Instead of going to my night class I'm at the tattoo parlor \ud83d\ude01,1,2
1317,The longest yard &lt;3,1,2
1318,#Motivated,1,2
1319,@Kyrsten_Alice damn I would try to help but I don't have a car and don't have a license,1,2
1320,NEWSFLASH: Be careful driving today/tonight after 5. Calling for freezing rain.,1,2
1321,@insanely_made so fetch!!!! #lol #MeanGirls,1,2
1322,wish I slept at a decent hour .,1,2
1323,Hahahahaha remember when we only wrote Randy's first name on his handprint on the mural,1,2
1324,"Maybe I'm dead, maybe I'm afraid of lovin, you could be just enough",1,2
1325,I better practice that Parallel parking tomorrow! \ud83d\ude01,1,2
1326,Catching breathe in a wave of lives,1,2
1327,with Robs offensive genius and my fat set of stones on Defense.. we will have us a nice road to glory,1,2
1328,@EricBozek maybe it's because they sting,1,2
1329,@BeyonBasic Triewwww! Lol. Is that move in day for us ? I can move in the 20th right ??,1,2
1330,@VegasRebelFan so shocked but so happy for the kid.,1,2
1331,@jacilynbailey UGH IT'S SUPPOSED TO BE SUMMER NOT WINTER,1,2
1332,Bob Glaub. What an awful name.,1,2
1333,@hay_girl_haayes NO! I really want to and I know you chase it with water and that actually sounds good together!,1,2
1334,That feeling when you beat someone to an open table in a packed place &gt;&gt;&gt; priceless #shakeshack,1,2
1335,What's worse than bad sex? HORRIBLE sex!,1,2
1336,If Michigan win this gunna be the illest upset,1,2
1337,Dunkin \ud83d\udc4c,1,2
1338,@MLoosha haha now i jus feel stoopid. Sry crappy night at wrk. Im in pieces everywhere #needbeer,1,2
1339,So weird my prettygurl has hives rn. \ud83d\ude29\ud83d\ude33\ud83d\ude1e might have to take her to the er if it's not gone in the am..,1,2
1340,I freaaaaakin hate when people invite themselves to shiiiiiit #stop #nooneinvitedyou,1,2
1341,"I want my dad to get out of work early, excuse me from school, &amp; go get chipotle and watch Catching Fire\ud83d\udc4c",1,2
1342,#100ThingsThatMakeMeHappy when god answers my prayers,1,2
1343,Yeah we roll into harleysville blaring DMB #antsmarching,1,2
1344,Oh gosh the hair process ' ombr\u00e9' is beginning,1,2
1345,And that's when the hornet stung me,1,2
1346,"@joerogan @ActuallyNPH is gay, plays a straight guy on #HIMYM and I never question his character on the show, he's completely believable!",1,2
1347,it's so weird seeing 14 year old walking around like there 20. Stop.\ud83d\ude4a,1,2
1348,"@amanda_a1410 u should haha Ill have twitter open for ten minutes on my comp and when I check again, there will be 1000 new tweets",1,2
1349,"Oh yes, the lights weren't off &amp; doors closed for a reason. It's not like I was trying to sleep or anything &gt;[ #housingproblems",1,2
1350,@rhianonsuee I seriously have the BEST family!!,1,2
1351,This Michigan game ... \ud83d\ude35\ud83c\udfc8,1,2
1352,Interference thank you,1,2
1353,@winterjacksom @ivyweidnerrrr holy god I look like the biggest douche right here #somuchprettiernow,1,2
1354,Glad to see my boy Peyton and the broncos get the win tonight #vfl,1,2
1355,would totally rather sleep than be working right now,1,2
1356,Also have a stupid work meeting to meet with a union rep in 8 hours so I should probably get to bed. #zzzzz,1,2
1357,Could not have been a better day... Spent time with some of my favorite girls and caught up with an old friend in town #mykindamonday,1,2
1358,@janeislove I stayed up last week for the premiere but I can't do that every week :-(,1,2
1359,"When I get of bored of studying I literally just take panoramas for 20 minutes straight, oh well",1,2
1360,\u201c@Thegooglefactz: Couples that don\u2019t have a TV in their bedroom have 50% more sex.\u201dgettin rid of my tv\ud83d\ude1c,1,2
1361,@fragilitize ill have to look it up sometime when I'm in the movie watching mood then!,1,2
1362,Miss the days I didn't have to shave my face every day...,1,2
1363,Put the #snapshot in the car today. Gonna save some $$. Thanks @flo and @progressive.,1,2
1364,"I'm friends with the monster that's  under my bed, get along with the voices inside of my head.  #Eminem lol my monsters aka mice.",1,2
1365,"The store Papaya's slogan is \""find the flower in you\"". I wonder if their marketing coordinator knows that a papaya is a fruit not a plant...",1,2
1366,Blessed night to all friends.May we rest under Marys Mantel of grace.We are loved in roses of prayer of ;Hail Mary.,1,2
1367,@ianh42 that's why you're my favorite person Ian!,1,2
1368,Watching A clockwork Orange. This is a strange movie.,1,2
1369,Sammy Watkins is the best WR in the country. Period.,1,2
1370,Going to school four days of December constitutes itself as trying,1,2
1371,"At the boys place of work, he's soo sexy on the job;)",1,2
1372,Knowing you mean something to someone #bestfeeling,1,2
1373,I need medicine for my flu but can't get out of bed who wants to bring me some!,1,2
1374,Nothing but a goodbye townnnnnnn #stuckinmyhead #fordayzz,1,2
1375,Never knew so many little things could bring 2 people so close! I love my @HunterChase20!! More than you can imagine sweetgirl! #blessed \ud83d\udc8b\ud83d\udc95\ud83d\udc81,1,2
1376,@FitnessPsych @30secToVictory  very empowering- We are so proud to be ACE Professionals!,1,2
1377,I tweet &amp; use instagram way to much .. #itsaproblem,1,2
1378,So this is the point of no return eh?,1,2
1379,What if I wore a checkered hat and smoked a pipe? Ya know for the Sherlock Holmes look? #alwayssunny,1,2
1380,I love jordy almost more then trehhh (tree),1,2
1381,"White girls be like: \""Everybody knows that I love Starbucks and my favorite outfit is yoga with some uggs\"" #WhiteGirlWednesday",1,2
1382,Not impressed watching Taken 2 because Walter White is 10X more of a badass than Liam Nelson is. #treadlightly,1,2
1383,"It's dry out at @UrbanHarvest! Come get a bite of the Fall Harvest Salad, Spicy Peanut Noodles, Bistro Burger and Enchiladas until 3 today!",1,2
1384,Looking at my phone from last night is humorous,1,2
1385,I have about seven essays to write between now and Friday at midnight...,1,2
1386,Country music on the way to work,1,2
1387,"Literally taking shots with the manager. All he said was \""make sure you're not on camera.\""",1,2
1388,Gonna miss you in Oregon Chip Kelly! #NFL,1,2
1389,Anddddd I just ate a meatball,1,2
1390,@HaloFanForLife You're welcome. I'll play a couple of games with you. It will be a long night. (:,1,2
1391,@SeinfeldTV When people double dip the chip #SeinfeldFestivus #grievance,1,2
1392,@Blacboy85 The guy with no arms becomes innovative maybe by dry humping in between the couch coushins with some silk. #innovate my brother!,1,2
1393,Basically all I need tonight is popcorn and my movies!!,1,2
1394,So many random people.. I like it. #OklahomaFolllowTrain,1,2
1395,@drdallasthunder lol. Thanks bud,1,2
1396,\u201c@Jimmer2121: @nicolettee_xo study lol\u201d \ud83d\ude02\ud83d\ude02,1,2
1397,"@DarylRitchison I know you can't announce, but Crookston schools is 2 hours late",1,2
1398,I'm impressed with how hard Bennett played tonight.,1,2
1399,@NewLeafLucas there is a file 2 and 3 you can use right ?,1,2
1400,I feel so weird when people call me mackenzie,1,2
1401,@KayFlynn06 you dramatic little betch. I'm obsessed with you.,1,2
1402,Working all winter\nShining all summer #classic,1,2
1403,@jbeadle50 I kind of live in tn though haha,1,2
1404,and then i cba to put any on,1,2
1405,Leaving at 6 30 am to go play some puck fuck yeah,1,1
1406,Decent day,1,2
1407,@Beccabby1 out with the old in with the new,1,2
1408,Time for knitting &amp; Downton Abbey.,1,2
1409,Great two days off. Back to workin 11 hour shifts again tomorrow,1,2
1410,"\""My strange obsession\"" this show though... Stop it \ud83d\ude02 \""we have our 10 dead pet bunnies, blue bunny ice cream and wedding cake in our freezer\""",1,2
1411,Lobster Ravioli it is,1,2
1412,How my boyfriends mom stocks up their kitchen with my favorite food &gt;&gt; #loveher \ud83d\udc4d,1,2
1413,"\""@Bina_Baby13: Small town Friday night, Revving up at a red light, On your mark, get set, go. #JasonAldean \ud83c\udfb6\""",1,2
1414,"\""@Tyrese: I feel like God has so much in store for my life and my surroundings... &gt;i feel the same&lt;",1,2
1415,Honestly it's pretty awesome that this shop always smells like incense. I love the guys that work here. :),1,2
1416,Well damnit guys I got ready for the first time in like 2 weeks,1,2
1417,I always find the cutest Steve Madden footwear &amp; purses for super cheap! \ud83d\ude0d,1,2
1418,"Sometimes #Subway annoys me, they know 6:00pm to 7:00pm are busy dinner crowds but they only have one person making the sandwiches #annoyed",1,2
1419,So excited to be working at the stadium tonight!,1,2
1420,Me and @JustaLilTooTall are having a good day for just chillin in the car at Wilmington! Ha,1,2
1421,"That awkward moment when you drive four hours to see your grandma and the first thing she asks \""Where's Whitney?\"" @Whitrae7",1,2
1422,Sal Pal to Kelly: you see the pictures of great #Eagles from years gone by around you. What are you going to do to maintain that tradition?,1,2
1423,A woman is like a tea bag: you cannot tell how strong she is until you put her in hot water. -Nancy Reagan,1,2
1424,Your loss,1,2
1425,The fact that kens just did a little dance cause she got a call from menards about an interview &gt;&gt;&gt; \ud83d\ude02,1,2
1426,My potential grad school is destroying Berkeley! Yay!,1,2
1427,Oh welllll :b,1,2
1428,Nice. Make sure you wave each time \ud83d\udc4b\ud83d\udc4b lol \u201c@missjkeys: @manny954mia driving past your city everyday this week!!\u201d,1,2
1429,@tvGGraves I literally live there right now. And I have for two years! Twins. \ud83d\udc6f,1,2
1430,I am never allowing a Wisconsin person to say that we illinois people  suck at driving ever again. Y'all suck just as bad!,1,1
1431,@TheWeightSaint email me the info if you can roycem01@gmail I can schedule a few others to join me possibly on a Saturday. :-),1,2
1432,Why am I so excited to have nachos for dinner yummmmm,1,2
1433,Tomorrow is my last day in Jersey \ud83d\udc4c\ud83d\ude0b,1,2
1434,Last two a days as a BEAVER \ud83d\ude2a\ud83d\ude2a,1,2
1435,Most problems are avoidable if you aren't stupid.,1,2
1436,I seriously have cried so much tonight.,1,2
1437,@majenkinsxo \ud83d\ude33..uhh I don't care how amazing Luke Bryan is that won't happen lbs\ud83d\ude01,1,2
1438,"@karacze too bad I have no beer, an 8am tomorrow, and a shit ton of reading to do. #karenproblems",1,1
1439,There is a line from a nerd to a geek and i am right on that line....,1,2
1440,Hey #bucnation...anybody know what time HOF game is on? I'm jonesing for football.,1,2
1441,"@BrandonVTa I've read studies that say the opposite. Like, if I have 100 moles, I'm 100x more likely to get melanoma.",1,2
1442,I'm saving my butthole for marriage,1,2
1443,"Anyone up for going to Ohio for We Came As Romans, Silverstein, Chunk, AND The Color Morale??!?!?!? That sounds like an intense night!!!",1,2
1444,@swimmerchickk hahah except I really hope I never have to swim breast again.,1,2
1445,Is this what it feels like to be in the nightmare before Christmas? #christmashauntedhouse,1,2
1446,10u maroon mustangs are in the championship of the silver bracket in the Monster Bash #WichitaMustangs,1,2
1447,Just think next year @AndrewJamesSull will be organizing the half time show for the Super Bowl and his clients will fill up all the,1,2
1448,if you are legitimately excited about Kim K's baby you should immediately go light yourself on fire.,1,2
1449,I haven't even been back and hour and I am already having issues. \ud83d\ude14,1,2
1450,@danburyweather also some forecasts had 32 Monday night! What's your thoughts.,1,2
1451,Anyone will do tonight,1,2
1452,I have had so many projects this week,1,2
1453,Duck dynasty is on&lt;3,1,2
1454,kanye and Kim are perfect for each other because they both have 0 talent,1,2
1455,Failure is not an option #OnTopOfMyGame,1,2
1456,It became easier forgetting people who forgot about you,1,2
1457,Literally every time someone goes to kiss in a movie something happens,1,2
1458,It's going to be weird not Getting a yr book #transferprobs,1,2
1459,And I mass different nick names .. To damn many .,1,2
1460,"Sometimes your plans don't work, because fate has better ones. c:",1,2
1461,Russia doesn't deserve much credit when it acting civilised is an exception (structured through pardons) rather than a norm.,1,2
1462,Cavemen probably did it too even,1,2
1463,Maybe the change of scenery is what Reynolds needed. Sounded like he was getting bitter about not playing. New York has to play him.,1,2
1464,"when it comes to homework, I never do it all. I decide what assignments I HAVE to do to pass the class &amp; ignore the rest. #homeworksolutions",1,2
1465,Lol tonight the roles were reversed,1,2
1466,Apparently it's time to buy more books...,1,2
1467,Oh em geeeee! That little puppy on the price is right,1,2
1468,feeljn very very very sad.,1,2
1469,It would be nice to be someone's one &amp; only. Instead of one of many. Psssshhh. Who am I kidding? Abah,1,2
1470,Can I just date a hot football player..,1,2
1471,"One of the beast aspects of riding my motorcycle, setting of car alarms. #motorcycle #summerriding",1,2
1472,@CJhitchin23 ya know what Colton? I wish they made a middle finger emoji. I'm in the position to use that quite often,1,2
1473,@angela_moccio Is it the exact same at the one coming out later today or is it a beta version?,1,2
1474,The best Harlem Shake video I've seen was when they were under water.,1,2
1475,"@KaraHunt35,@BB15.... giggle! I really hope it backfires on Helen since she was so sure of her deal with Miss Aaryn",1,2
1476,Today is the best day to go offroadin..so much mud everywhereee,1,2
1477,"\""Think of how much joy you'll find, when you leave the world behind, and bid your cares goodbye\"" \n                  - Peter Pan",1,2
1478,Easton with milffff \ud83d\ude1c\ud83d\udc95,1,2
1479,Tiger &amp; Lebron both providing clinics for these boys! Both born on December 30th,1,2
1480,Who needs a boyfriend when I have a puppy \ud83d\ude0d,1,2
1481,\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02 am I the only person walking into school listening to Christmas music ? \ud83c\udf85\ud83c\udf84\ud83c\udf81,1,2
1482,"\""I don't know how to forward an email\"" - a fellow senior communications student.",1,2
1483,\u201c@UberFacts: About 71 million pounds of chocolate are consumed on Easter every year.\u201d\nThat's about right \ud83c\udf6b\ud83c\udf6d,1,2
1484,Never a dull moment with sammi&amp;sissy\ud83d\udc95,1,2
1485,This game is to intense,1,2
1486,people would never understand how something so little can make my day 100% better \ud83d\ude0a\ud83d\ude0a\ud83d\ude0a,1,2
1487,The problem with Gloucester is it such a small county that everyone's in everyone's business,1,2
1488,@shanynmac will you be in Fishers July 2nd-5th?,1,2
1489,First time out on the roads and it was to tan and get subway for me and Alyssa #priorities \ud83d\ude02\ud83d\udc4c,1,2
1490,Anyone feeling a trip to boston this summer?,1,2
1491,"@actejim so we help the rebels, so both sides can continue the killings! And 100000 more die from bullets, explosions, and starvation.",1,2
1492,I wish I could just tweet this whole song cause all of it is so relevant,1,2
1493,Flying back to DC in the morning! Not looking forward to the inevitably long SuperShuttle ride to work.,1,2
1494,@48hours too bad you didn't cover the wm3 in Arkansas,1,2
1495,@SoLegitSyd @BDAHT no we did not...but even with playing like ish we still will be ranked in the NCAA..will #UNC make it to the sweet 16?,1,2
1496,"I'm antsy to leave. Tomorrow will be a full day of little last minute things, but I'm mostly ready to go.",1,2
1497,sometimes i wonder if people realize that they're actually massive dicks,1,2
1498,I really love when someone flashes their high beams warning you there's a cop.. don't think there can be a nicer gesture than that #thanks,1,2
1499,"Dad decided to enter a corn eating contest with himself, currently on his 10th ear. I'm getting sick just looking at him.",1,2
1500,"I had a dream last night that I won 3,000 dollars at the casino! Guess what today is.. Ladies night.. \ud83d\udc4f\ud83d\ude4c\ud83d\udc4a\ud83d\udcb8 #jackpot",1,2
1501,"America, if you think putting \""under God\"" in the Pledge of Allegiance will make God put \""U-S-A! U-S-A!\"" in the Lord's Prayer, you're nuts.",1,2
1502,Dairy Queens 5 buck lunch will be the death of me,1,2
1503,"Guys, his junk is so big that we can't find pants that fit him. Can I get an Amen?",1,2
1504,"This makes me cry... because Murray deserved it. :) He was the better player in this game. (Nole, I hug you!!!!)",1,2
1505,"@xokrisxo33 @Mariska @TheDannyPino oh, I'd love for @Mariska to tweet me! She's such a talented role model and an inspiration!",1,2
1506,"\u201c@iLLestChriz: I will NEVER fully believe that I'm the ONLY person someone \""talks\"" to \u270b\ud83d\udcaf\ud83d\udcaf\u201d \ud83d\ude14",1,2
1507,715 may not be early for some people but for this guy it might as well me 515,1,2
1508,This has got to be the most cheesiest movie I've ever seen.,1,2
1509,Happy Thanksgiving to all my loved ones! Hope you all have a blessed day \ud83d\ude18,1,2
1510,Who the fuck is this paging me at 6 o'clock in the morning?! Crack of dawn and..,1,1
1511,Merry Christmas,1,2
1512,"Be content with what you have, because God has said, \""Never will I leave you; never will I forsake you.\"" -Hebrews 13:5",1,2
1513,I want another tattoo but my next two checks are spent already... #poorpeopleprobs,1,2
1514,@nic______ haha sure sure,1,2
1515,Vineyard vines and Ralph Lauren \ud83d\ude4c,1,2
1516,I love getting a tan and tweeting mean things and making fun of her. . .,1,2
1517,BP!!!!!!! #Reds,1,2
1518,"So long Notre Dame, see ya back at the Big House in a couple...Oh yeah, you don't want to play Michigan anymore \u270c",1,2
1519,@ray_cassie1 OMG COACH DEAN IS ENGAGED \ud83d\ude2d\ud83d\ude2d,1,2
1520,Gonna skip my math class today so I can go to the gym sooner \ud83d\ude0f\ud83d\ude0f,1,2
1521,Be showin up to the game tonight in a grandma car. Not my plan of exciting,1,2
1522,damn... almost passed that exam,1,1
1523,Is Mike Shinoda in a pizza hut commercial,1,2
1524,"People forget all about Bob Marleys music, and just focus on the fact that he smoked weed...",1,2
1525,@AnnaKnowlen hope you have an awesome day!  Love you sooooo much!,1,2
1526,@thebradman71 Oh..I dream of that day!! 14 more years to go!,1,2
1527,Mrs.Marmo gives the best hugs hands down and is probably the best person to talk to.. ever.. #randomtweet,1,2
1528,I literally cantttttt with this nightshift\ud83d\ude30 #detox #pleaseGodhelpme,1,2
1529,Two bikes just t-boned eachother in the middle of the street how dumb can you get,1,2
1530,That awkward moment when you realize you are running out of things to watch on Netflix... \ud83d\ude33 #IHaveProblems #addicted,1,2
1531,"@SwoozyC all things Xmas for me. Having kids is bringing it back a bit, but just for them not me",1,2
1532,I need to sleep the day away after last night. But instead I'm running the Warrior Dash \ud83d\ude20 @laura_adams98,1,2
1533,Want to be a gorgeous house bunny #sexy #TapTHAT,1,2
1534,My class schedule is so easy a caveman could do it,1,2
1535,Pitch Perfect cast needs to make a Christmas album \ud83d\udc4c\ud83c\udf85\ud83c\udf84,1,2
1536,Just trying to answer this questions to the best of my abilities @adrAdrianna_Fever,1,2
1537,@MitchHass216 i hate you... i was excited to get chipotle for a second,1,2
1538,I could literally spend my life's savings on fossil jewelry #Shopaholic #RetailTherapy,1,2
1539,@SuzzzieB late night snacks next year! #allthetime,1,2
1540,"Does anyone actually believe \""How Do I Live\"" by Leann Rimes is Ushers favorite song? #nbcthevoice",1,2
1541,@srwiseboys #lucky,1,2
1542,nothing exciting ever happens,1,2
1543,I wish Crosby didn't break my iPad!,1,2
1544,French onion soup smells better than it tastes.,1,2
1545,Slippers or shoes?  Today's perspective from the Upper Room devotion. Log on to read the devotion and prayer.,1,2
1546,I am craving bdubs again... I just ate there yesterday #fatty,1,2
1547,"\""One of the best uses of your time is to increase your competence in your key result areas.\"" - Brian Tracy",1,2
1548,Can't wait to see the hangover pt 3,1,2
1549,@roadmanwknr not if they keep scoring 2 runs or less a game,1,2
1550,"Wow! Notes from the road, huh? Lol MT @Mario_Holmes_II It's always some idiot on the road making me spill my drink",1,2
1551,I have so many bug bites,1,2
1552,@kylerwalker55 the bulls would be clutch if they just bench d-rose for the rest of the yr,1,2
1553,"That was mean, definitely rude #WhatsWrongWithMe",1,2
1554,I'm freezing &amp; I'm under blankets \ue411  #tinygirlprobs #alwayscold,1,2
1555,Holy drama.,1,2
1556,I hope you hang yourself with your H&amp;M scarf,1,2
1557,Three morning streak though.. You're on the right path,1,2
1558,"Next games after that: Power, Battle For Souls, Exodus, Trifecta, and one that hasn't been announced",1,2
1559,V any day I get to quote the movie Talladega Nights is a good day,1,2
1560,@KelseyMarieOdle @zcate52 @SavageF22 so it's began \u26f3\ufe0f\ud83c\udf7b\ud83c\udf79\ud83c\udf78,1,2
1561,2nd turnover ! Florida's defense is on..if only there offense could do something,1,2
1562,Lovin the asshole chant,1,2
1563,"I wish I was a sting ray, sting people I don't like and just swim around\ud83d\ude0b",1,2
1564,@_KeepItCute because I was only do there for a few,1,2
1565,I want summer weather my house is freezing right now.,1,2
1566,&amp; you're an idiot if you THINK for a second that I won't say something to you.,1,2
1567,I would have taken the money chair! #MSQ,1,2
1568,At the chiropractor \ud83d\ude01\ud83d\ude01\ud83d\ude01,1,2
1569,@ClaudiaBrong knee deep is a great song,1,2
1570,the stupid fuckin conversations that dalton and I have &gt;&gt;,1,0
1571,Hanging out with the 9 and younger crowd tonight. Nothing clears the head like some #freelance work.,1,2
1572,@MattG124 who does jack fight with the most out of the band or crew?,1,2
1573,Now I have to eat away the sadness of this terrible news. #mcdonalds,1,2
1574,@Maritanicole and I was forced to sit next to the window,1,2
1575,I miss my grandpa so much there isn't a way to explain.,1,2
1576,WHY IS THERE ANOTHER TWO WEEKS UNTIL #NASHVILLE?! @megfbail @shearrsmith,1,2
1577,Two episodes in and Nick Fury makes his first appearance on #AgentsofSHIELD. Excellent! #CoulsonLives,1,2
1578,PDA in real life is tolerable as long as it's not inappropriate. PDA on Facebook is fuckin stupid. Just call/text em. Clearly for attention,1,1
1579,\u201c@jrubz65: my brother leaves in less than two weeks . Thats more than enough time to do something really reckless and retahded .\u201dI'm so down,1,2
1580,Its October which means every girl has to have at least 5 costumes,1,2
1581,@TerreeLeDee did it suck 4 everybody?????? Will the roommate meet me n a couple of hours?????,1,1
1582,Both of the spouses needs to shut their mouths. If they could get with the program the family could be alright. #RHONJ,1,2
1583,@AwesomeZakkary @mattdallasworld ONE OF THE BEST SHOWS EVER!,1,2
1584,"\""@aliyaweer: xbox live is back, and so is the addiction \ud83d\ude01\""",1,2
1585,@BoSnerdley @southsalem We need to vote all these bastards out. America and the 50% that are clueless better wake the hell up,1,2
1586,Why do people act like the cure to cancer is a little gem locked inside a person and we just need to find it? That's not how anything works.,1,2
1587,Four hours to go....I can do it,1,2
1588,60 more days until kick off! #HornetsWin,1,2
1589,I swear the weirdest noises come from my dorm when I'm in it alone,1,2
1590,Rangers got their asses handed to them by the Pens.. can this day get ANY better? :),1,1
1591,@samigazafurry HAPPY BDAY.17. your life is about to change dramatically  be prepared. You though 16 was tough that's nothing compared to 17!,1,2
1592,Hope work goes great today I really hope it don't be boring are slow it's a Friday and Carrie and Escape is out so...,1,2
1593,This thanksgiving I am thankful for demarco murray.,1,2
1594,How do you even do that?!?!?? #getout,1,2
1595,That feeling when your literally an inch away from knocking down a beer display. Whoo. \ud83d\ude30,1,2
1596,@AshlynSkidmore let's make Kim get us tbell tomorrow,1,2
1597,I've never watched Duck Dynasty and I've never hated gays. It's clear that Phil doesn't either. Why is the LGBT so up in arms about this?,1,2
1598,OMG there's a car alarm going off...,1,2
1599,The fact that we were prolly 10 miles from indiana before i realized we were lost \ud83d\ude02\ud83d\ude33 @EricaTejkl #twitterlesstorrey,1,2
1600,It's just one of those nights.. \ud83d\ude14,1,2
1601,@msbrittanyshay prolly should go nursing home to match @Bcase88 's grandpa jeans,1,2
1602,After work beer oh yeah,1,2
1603,some SSC guys can be severe assholes.,1,2
1604,"Snow day filled with sushi, fudge and the board game risk. #perfection",1,2
1605,I'm up\ud83d\udc83\ud83d\ude4c....well I been up for about an hour now\ud83d\ude15,1,2
1606,The fact that I got a video of Bri pantsing Carly is priceless.,1,2
1607,@x0_kw Tyler's better. Lets be real,1,2
1608,\u201c@alap16: I think Stingrays Orange is my favorite music this year !\u201d,1,2
1609,@AnimalPlanet amazed by the arctic #awholenotherworld #zoned,1,2
1610,The DMV is really just full of clones and copies,1,2
1611,Sheep must be very happy all they do is walk around and eat. Not mine though they get chased around by my dog,1,2
1612,Hangin' at the country club for a charity auction.,1,2
1613,I'd rather wake up in my bed the a new Bugatti #comfy,1,2
1614,I have one awkward freckle on the middle of my neck.,1,2
1615,"\""You are a cinema, I could watch you forever. Action, thriller, I could watch you forever\""",1,2
1616,@Zantgant are you referring to being attracted to folks outside the norm? That term is Pansexual.,1,2
1617,I would like a heated steering wheel,1,2
1618,Watching Episode1 Of Season 4 Of Pll \ud83d\ude18\ud83d\ude18\ud83d\ude18\ud83d\ude18\ud83d\ude18\ud83d\ude18,1,2
1619,"\""@linnyitssn: Every 3 hours 4 people die cuz of gunfire. GOP has no time to act because 8 months ago 4 people died in #Benghazi.\""",1,2
1620,Shout out to everyone who made Christmas wishes today \ud83d\udc95\ud83d\udc8b\u2728\ud83c\udf84,1,2
1621,"Ready for another day of watching 60,000 hipsters out-hip each other whilst eating some really good food #hipsterproblems #OutsideLands",1,2
1622,"60% of the time, it works every time.",1,2
1623,I think I hate DC more than I love Arlington. #toomanypeople,1,2
1624,"The less I care, the happier I am.",1,2
1625,Hahahaha well my date for the game is a 30 year old guy #leeeeegooo,1,2
1626,@ash_lizabeth well that is a very confusing process.,1,2
1627,@YogiFerrell11 want some mayonnaise? #WhiteSheDevil #greatmovie,1,2
1628,there's literally a starbucks on every corner.,1,2
1629,"\""Are you at a rave or a hockey game? I can't tell\"" bahahaha",1,2
1630,So much for Reds bullpen being a strength.   Geez,1,2
1631,Me and Kev are are going to the Baja 500 \ud83c\udfc1\ud83c\udfc1\ud83c\udfc1\ud83c\udfc1\ud83c\udfc1\ud83c\udfc1,1,2
1632,@cboyce1212 haha seriously!!! Our defense is struggling (we need Avery Sebastian back so bad haha) sooooo we just gotta wait it out!,1,2
1633,"Just saw larson at stonestown.,.weird",1,2
1634,no one understands how boring work has been with this system update the past week.,1,2
1635,So apparently it's my fault? Cool I will keep that in mind.,1,2
1636,I'm pretty impressed that you can handle that shit as well as you do. \ud83d\udc4c\ud83d\udc4d admirable,1,1
1637,I refuse to acknowledge the fact,1,2
1638,@623Sis ur going all Bible Thumper on me barb lol fact is decline of morals coincides with libs removing God from society,1,2
1639,I feel like I live alone..Alex is never home and Joe just plays Skyrim,1,2
1640,Do people still smoke pot out of bongs? Is that a thing still?,1,2
1641,"\""Who I am and what I am capable of doing has always managed to surprise me.\""",1,2
1642,Driving behind an Audi R8 and killing myself \ud83d\ude02 #iwant,1,2
1643,terrified,1,2
1644,There is no way Hernandez is getting out of this with his track record of shooting people in the face.,1,2
1645,"Wanna be an RA?\n2014-2015 RA interest session in Reid Hall on Thursday, December 12th (TOMORROW NIGHT) from 7:00pm \u2013 8:00pm \u2764\ufe0f",1,2
1646,"I care about every single one of you, regardless of how you have treated or treat me.",1,2
1647,Spending the night with my one and only @istarr_xo \ud83d\ude34\u2764,1,2
1648,If I have any more strikes when I get back.....@H_Brennans @brittnee_hayes,1,2
1649,Off to a secret meeting at Bullfeather's...you know just to derail any common sense attempts to govern.,1,2
1650,"Great day today spent with the ones love, hope everyone had a blessed Christmas!",1,2
1651,You want to continue watching it but at the same time you want to throw a book at your TV whenever they're on it. #Thekilling #SarahLinden,1,2
1652,\u201c@HayMeganKay: I feel like the only person not racing to get ios7 lol\u201d,1,2
1653,In a group message and all my friends are watching Miss America.... And I'm watching X-Men... #whatcanisay,1,2
1654,@ryan_leutz I'll be there tomorrow. Its 2 minutes away and I'm not doing anything so why not,1,2
1655,@NiallOfficial awesome have a great time with your cousin and show loads of love,1,2
1656,"Proverbs 19:21 ESV\n\""Many are the plans in the mind of a man, but it is the purpose of the Lord that will stand.\""",1,2
1657,@Koewler5 that beer better taste darn good! #Jealous,1,2
1658,Im jealous of all the tech kids that have their last day tomorrow,1,2
1659,Berries and berries and berries and berries. #thesmoothielife,1,2
1660,"Skipped #bpd last week. Trying to use #wisemind daily, though",1,2
1661,Biz as Usual for a bad organization--\nMT: @AdamSchefter: #Raiders have signed longsnapper to 3-yr contract extension. (+ SeaBass extension!),1,2
1662,@lilasa23 I'm sorry did anything bad happen or are you just getting cabin fever from being sick,1,2
1663,Blessed by a surprise in the mail and a sweet Facebook message.,1,2
1664,Laying down on Catherine's couch watching Spongebob with her little sister waiting for her to get back from tutoring! #yayy @cantu_catherine,1,2
1665,"Is it bad that \""Stuck in the Middle with You\"" is playing and all I can think of is that scene in Reservoir Dogs?",1,2
